disease,subtype,species,population,source,external_id,occurred_at,admin_level_1,admin_level_2,admin_level_3,latitude,longitude,cases,deaths,susceptible,distance_km,relevance_score,priority
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-lhrlf,2026-04-24,Podkarpackie,Przemyśl,Dubiecko,49.888007,22.354294,3.0,3.0,,1145.44,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,ES-ASF-2026-8je4p,2026-04-24,Cataluña,BARCELONA,BAIX LLOBREGAT (SANT BOI),41.438944,2.006732,13.0,13.0,,750.19,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-4lpy1,2026-04-24,Lubelskie,Łęczna,Łęczna,51.303525,22.845574,2.0,2.0,,1217.64,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-k26pt,2026-04-24,Lubelskie,Łęczna,Ludwin,51.378886,22.958438,1.0,1.0,,1227.64,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ebzwe,2026-04-24,Panevezio,Panevėžio,,55.635593,24.020032,2.0,2.0,,1497.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ijw88,2026-04-24,Panevezio,Panevėžio,,55.618406,24.063298,1.0,1.0,,1498.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-0ctr3,2026-04-24,Panevezio,Panevėžio,,55.603594,24.181491,10.0,10.0,,1503.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ylnvn,2026-04-24,Panevezio,Panevėžio,,55.592973,24.060033,2.0,2.0,,1496.56,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-eukmv,2026-04-24,Panevezio,Panevėžio,,55.602536,24.053803,1.0,1.0,,1496.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-i6lmw,2026-04-24,Panevezio,Panevėžio,,55.57876,24.079465,1.0,1.0,,1496.72,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-vd0s9,2026-04-24,Panevezio,Panevėžio,,55.600633,24.062805,1.0,1.0,,1497.17,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-gb3fw,2026-04-24,Panevezio,Panevėžio,,55.533373,24.19408,5.0,5.0,,1500.06,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-4wve7,2026-04-24,Panevezio,Panevėžio,,55.563597,24.214157,5.0,5.0,,1502.93,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-mbxzc,2026-04-24,Panevezio,Panevėžio,,55.559188,24.197155,2.0,2.0,,1501.77,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-5ngfc,2026-04-24,Panevezio,Panevėžio,,55.55706,24.220808,3.0,3.0,,1502.89,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-kjcpj,2026-04-24,Emilia-Romagna,Parma,Fidenza,44.863694,9.999656,1.0,1.0,,304.45,,
Rabies virus (Inf. with),RABV,,,adis,TR-RABIES-2026-bh8kg,2026-04-24,ŞANLIURFA,HALİLİYE,,37.13,39.19,1.0,1.0,,2815.31,,
Rabies virus (Inf. with),RABV,,,adis,TR-RABIES-2026-sivsp,2026-04-24,DİYARBAKIR,YENİŞEHİR,,38.13,39.94,1.0,1.0,,2812.67,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-xykei,2026-04-24,Hamburg,Hamburg,Hamburg,53.58,10.0,1.0,1.0,,759.31,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-x08is,2026-04-24,Hamburg,Hamburg,Hamburg,53.57,10.009,1.0,1.0,,758.39,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-zpnoz,2026-04-24,Zachodniopomorskie,Kołobrzeg,Rymań,54.017242,15.47469,1.0,,,968.48,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-2plyy,2026-04-24,Zachodniopomorskie,Kołobrzeg,Rymań,54.00581,15.453273,1.0,,,966.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-h8xw6,2026-04-24,Sachsen,Görlitz,Markersdorf,51.131125,14.848971,1.0,1.0,,711.73,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-rkvdh,2026-04-24,Hessen,Bergstraße,Lampertheim,49.61,8.42,1.0,1.0,,304.62,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-1d72c,2026-04-24,Łódzkie,Piotrków,Rozprza,51.295641,19.783995,4.0,4.0,,1017.82,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-rwifi,2026-04-24,Łódzkie,Piotrków,Rozprza,51.28045,19.799525,2.0,2.0,,1018.14,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-dafi4,2026-04-24,Łódzkie,Piotrków,Sulejów,51.295177,19.799293,1.0,1.0,,1018.78,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-j6iiz,2026-04-24,Łódzkie,Piotrków,Sulejów,51.282923,19.785355,4.0,4.0,,1017.35,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-s315z,2026-04-24,Kujawsko-Pomorskie,Bydgoszcz,Dąbrowa Chełmińska,53.194509,18.24547,2.0,2.0,,1035.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ceul3,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Gruta,53.40984,18.872636,4.0,4.0,,1083.12,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-84ft4,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Radzyń Chełmiński,53.3924,18.962612,1.0,1.0,,1086.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-39arb,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Gruta,53.419644,18.881449,28.0,28.0,,1084.25,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-xmdpt,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Gruta,53.430459,18.901636,1.0,1.0,,1086.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-fpanp,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Radzyń Chełmiński,53.398921,18.838682,1.0,1.0,,1080.59,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-yieju,2026-04-24,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.346628,18.807965,1.0,1.0,,1075.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-z34jq,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Gruta,53.442069,18.899166,5.0,5.0,,1086.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-mkh17,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Radzyń Chełmiński,53.383751,18.931474,1.0,1.0,,1084.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-mqyf8,2026-04-24,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.355095,18.801205,1.0,1.0,,1075.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-kl58r,2026-04-24,Kujawsko-Pomorskie,Grudziądz,Gruta,53.447719,18.921635,6.0,6.0,,1088.25,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,NO-HPAI(NON-P)-2026-01m1x,2026-04-24,Nordland,Hadsel,,68.50117,14.74808,1.0,1.0,,2431.54,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-r237b,2026-04-24,Mazowieckie,Gostynin,Gostynin (rural),52.342504,19.497475,19271.0,11.0,19271.0,1052.66,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,AT-HPAI(NON-P)-2026-bo66j,2026-04-24,Wien,Wien,Wien,48.249801,16.417755,1.0,1.0,,687.57,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-ns8tj,2026-04-24,Hessen,Main-Kinzig-Kreis,Erlensee,50.15,8.97,1.0,1.0,,373.25,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-zjs27,2026-04-24,Hamburg,Hamburg,Hamburg,53.57,10.006,1.0,1.0,,758.33,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-20e77,2026-04-24,Hamburg,Hamburg,Hamburg,53.55,10.01,1.0,1.0,,756.25,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-jol0s,2026-04-24,Opolskie,Olesno,Zębowice,,,16.0,3.0,16.0,,,
Sheep pox and goat pox,,Sheep/goats (mixed herd),,adis,GR-CAPRIPOX-2026-floiu,2026-04-24,Ilia,Andravida-Kyllini,,38.003549,21.32546,1.0,0.0,99.0,1507.48,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,EE-ASF-2026-l19g8,2026-04-24,Rapla,Kaiu,Vahastu,58.932575,25.294709,1.0,,,1779.38,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,PL-ND-2026-95dmj,2026-04-24,Zachodniopomorskie,Gryfino,Gryfino,53.253005,14.667365,62611.0,2000.0,62611.0,868.96,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-xrlpk,2026-04-24,Tukuma,Slampes pagasts,,56.885765,23.369332,1.0,0.0,,1546.36,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-6yp0r,2026-04-24,Tukuma,Slampes pagasts,,56.852025,23.36813,1.0,0.0,,1543.95,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-1khgv,2026-04-24,Dobeles,Zebrenes pagasts,,56.596988,22.953928,1.0,0.0,,1506.49,,
Sheep pox and goat pox,,Sheep,,adis,GR-CAPRIPOX-2026-nv1pe,2026-04-24,Ilia,Andritsena-Krestena,,37.544997,21.609432,2.0,0.0,18.0,1561.53,,
HPAI(NON-P) in Captive Birds,H5N1,Birds,poultry,adis,EE-HPAI(NON-P)-2026-uru26,2026-04-24,Tartu,Laeva,Kärevere,58.4472,26.467747,52.0,52.0,59.0,1798.38,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-7564h,2026-04-25,Brandenburg,Oder-Spree,Spreenhagen,52.32,13.92,2.0,2.0,11000.0,757.06,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-nkqoq,2026-04-25,Brandenburg,Oder-Spree,Spreenhagen,52.32,13.92,1.0,1.0,15000.0,757.06,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-al7ps,2026-04-25,Brandenburg,Oder-Spree,Spreenhagen,52.35,13.88,1.0,1.0,12000.0,757.85,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-x2cur,2026-04-25,Brandenburg,Märkisch-Oderland,Golzow,52.57,14.57,2.0,2.0,13000.0,807.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-q6dfs,2026-04-25,Warmińsko-Mazurskie,Lidzbark,Lidzbark Warmiński (rural),54.069954,20.587,1.0,1.0,,1217.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-75arc,2026-04-25,Warmińsko-Mazurskie,Ostróda,Grunwald,53.517274,20.174268,1.0,,,1160.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-hia8z,2026-04-25,Warmińsko-Mazurskie,Ostróda,Grunwald,53.505103,20.183082,1.0,,,1160.02,,
A.S.F. in domestic pigs,,,,adis,RS-ASF-2026-jy0vk,2026-04-27,Mačvanski,Loznica,,,,3.0,3.0,23.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-a2k52,2026-04-27,Zachodniopomorskie,Drawsko,Kalisz Pomorski,53.312096,15.962106,1.0,1.0,,930.99,,
HPAI(NON-P) in Wild Birds,H5N1,Ciconiidae (incognita),wild,adis,DE-HPAI(NON-P)-2026-2qwd7,2026-04-27,Niedersachsen,Celle,Flotwedel,52.58,10.18,1.0,1.0,,656.16,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-xe0nh,2026-04-27,Nógrád,Rétság,,47.932178,19.00997,1.0,1.0,,875.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-56qsi,2026-04-27,Pest,Szentendre,,47.790676,19.031264,1.0,1.0,,876.55,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-3lpfx,2026-04-27,Komárom-Esztergom,Tatabánya,,47.614506,18.38182,1.0,1.0,,827.46,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-98o4r,2026-04-27,Larnaca,,,34.890033,33.591732,20.0,,44.0,2555.18,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-n7vxx,2026-04-27,Podlaskie,Siemiatycze,Grodzisk,52.676815,22.757433,1.0,1.0,,1266.16,,
HPAI(NON-P) in Wild Birds,H5N1,Buteo buteo,wild,adis,DK-HPAI(NON-P)-2026-t9dbc,2026-04-27,Veterinary Inspection Unit East,Køge,,55.459334,12.126142,1.0,1.0,,1000.41,,
HPAI(NON-P) in Wild Birds,H5N1,Circus aeruginosus,wild,adis,DK-HPAI(NON-P)-2026-3wzmb,2026-04-27,Veterinary Inspection Unit East,Næstved,,55.155976,11.912226,1.0,1.0,,964.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-obcbo,2026-04-27,Nordrhein-Westfalen,Olpe,Kirchhundem,51.006,8.04,1.0,1.0,,453.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-0cbmi,2026-04-27,Panevezio,Panevėžio,,55.511061,24.206295,2.0,2.0,,1499.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-2p1m6,2026-04-27,Panevezio,Panevėžio,,55.513947,24.1934,1.0,1.0,,1498.86,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-jblpm,2026-04-27,Panevezio,Panevėžio,,55.509945,24.187669,1.0,1.0,,1498.32,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-e2nmo,2026-04-27,Panevezio,Panevėžio,,55.507561,24.183925,1.0,1.0,,1497.98,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-jii7r,2026-04-27,Panevezio,Panevėžio,,55.545948,24.213521,2.0,2.0,,1501.84,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ac7ap,2026-04-27,Panevezio,Panevėžio,,55.536614,24.198863,3.0,3.0,,1500.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-nupfa,2026-04-27,Panevezio,Panevėžio,,55.573809,24.057957,4.0,4.0,,1495.29,,
Enzootic bovine leukosis,,Cattle,,adis,IT-EBL-2026-l3yas,2026-04-27,Marche,Macerata,Treia,,,3.0,,270.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-0uq72,2026-04-27,Liguria,Genova,Ceranesi,44.495953,8.890005,1.0,1.0,,294.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-kjyjy,2026-04-27,Liguria,Genova,Mignanego,44.541166,8.955061,1.0,1.0,,292.07,,
A.S.F. in wild boar,,,wild,adis,SK-ASF-2026-m03ym,2026-04-27,Banskobystrický,Banská Bystrica,,,,,1.0,1.0,,,
A.S.F. in wild boar,,,wild,adis,SK-ASF-2026-60xm3,2026-04-27,Trenčiansky,Prievidza,,,,,,1.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-n9i5y,2026-04-27,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.1,8.32,1.0,1.0,,466.04,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep/goats (mixed herd),,adis,GR-FMD-2026-9dpo9,2026-04-27,Lesvos,Lesvos,,39.309542,26.276991,53.0,0.0,67.0,1741.83,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-pf1qt,2026-04-27,Talsu,Balgales pagasts,,57.160469,22.833157,1.0,0.0,,1541.01,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-qa5gc,2026-04-27,Talsu,Ķūļciema pagasts,,57.234457,23.059822,1.0,0.0,,1556.73,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-zybzv,2026-04-27,Wielkopolskie,Ostrów Wielkopolski,Raszków,51.746601,17.74805,35399.0,22.0,35399.0,915.96,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-79s0h,2026-04-27,Kujawsko-Pomorskie,Golub-Dobrzyń,Kowalewo Pomorskie,53.171288,18.874365,29100.0,26100.0,29100.0,1067.48,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-py8m7,2026-04-27,Mazowieckie,Mława,Radzanów,52.986079,20.092557,84042.0,150.0,84042.0,1123.77,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-oxcfi,2026-04-27,Mazowieckie,Żuromin,Lutocin,52.964479,19.717168,3999.0,350.0,3999.0,1101.19,,
Rabies virus (Inf. with),RABV,Dogs,,adis,MD-RABIES-2026-2hcf3,2026-04-27,Criuleni,,,47.203532,29.131765,1.0,1.0,,1637.05,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,PL-ND-2026-3yqy1,2026-04-27,Śląskie,Cieszyn,Hażlach,49.763085,18.675023,65309.0,476.0,65309.0,885.63,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-32hrb,2026-04-27,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.05,1.0,1.0,,452.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-zhn3v,2026-04-27,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.04,1.0,1.0,,452.63,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-fezc5,2026-04-27,Nordrhein-Westfalen,Siegen-Wittgenstein,Kreuztal,51.012,8.032,1.0,1.0,,453.9,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-uinvx,2026-04-27,Sachsen,Görlitz,Reichenbach/O.L.,51.172,14.81,1.0,1.0,,712.4,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ug712,2026-04-27,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.81,1.0,1.0,,712.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-9bf1k,2026-04-27,Sachsen,Görlitz,Diehsa,51.204,14.83,1.0,1.0,,715.71,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Cattle,,adis,FR-MTBC-2026-znvnz,2026-04-28,Pyrénées-Atlantiques,,,,,6.0,,48.0,,,
A.S.F. in domestic pigs,,,,adis,RS-ASF-2026-t50c1,2026-04-28,Mačvanski,Loznica,,,,7.0,7.0,7.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-a2odk,2026-04-28,Liguria,Savona,Cairo Montenotte,44.399027,8.325814,1.0,1.0,,291.53,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ypwz2,2026-04-28,Kujawsko-Pomorskie,Grudziądz,Radzyń Chełmiński,53.399367,18.926051,1.0,1.0,,1085.26,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-bf2vk,2026-04-28,Kujawsko-Pomorskie,Grudziądz,Gruta,53.446682,18.902584,4.0,4.0,,1087.17,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-2eacd,2026-04-28,Kujawsko-Pomorskie,Grudziądz,Gruta,53.468106,18.910502,1.0,1.0,,1089.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-aca7z,2026-04-28,Kujawsko-Pomorskie,Grudziądz,Gruta,53.457631,18.900679,1.0,1.0,,1087.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-mvar4,2026-04-28,Kujawsko-Pomorskie,Grudziądz,Gruta,53.437948,18.896544,1.0,1.0,,1086.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-q4sgk,2026-04-28,Kujawsko-Pomorskie,Grudziądz,Gruta,53.422381,18.896843,18.0,18.0,,1085.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-3f8zu,2026-04-28,Zachodniopomorskie,Stargard,Ińsko,53.392919,15.51162,5.0,5.0,,917.21,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-1cmdp,2026-04-28,Zachodniopomorskie,Gryfino,Chojna,52.989224,14.361578,2.0,2.0,,833.33,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-0yx5x,2026-04-28,Zachodniopomorskie,Choszczno,Pełczyce,53.071866,15.26669,2.0,2.0,,879.8,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-mx77h,2026-04-28,Zachodniopomorskie,Choszczno,Pełczyce,53.098714,15.264701,1.0,1.0,,881.92,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-pkzzh,2026-04-28,Łódzkie,Piotrków,Rozprza,51.294668,19.749245,1.0,1.0,,1015.57,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-rwahs,2026-04-28,Łódzkie,Piotrków,Rozprza,51.287643,19.778171,1.0,1.0,,1017.1,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-y74tu,2026-04-28,Łódzkie,Piotrków,Sulejów,51.2683,19.783205,1.0,1.0,,1016.56,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-zrgps,2026-04-28,Łódzkie,Piotrków,Rozprza,51.283498,19.795743,2.0,2.0,,1018.03,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,DE-HPAI(NON-P)-2026-pmik5,2026-04-28,Sachsen-Anhalt,Wittenberg,Annaburg,51.66,12.9,1.0,0.0,,655.97,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-50v5u,2026-04-28,Liguria,Genova,Mignanego,44.552804,8.88977,1.0,1.0,,288.88,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Cattle,,adis,PL-MTBC-2026-07gi4,2026-04-28,Podkarpackie,Bieszczady,Ustrzyki Dolne,,,2.0,,11.0,,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Cattle,,adis,PL-MTBC-2026-ch6r6,2026-04-28,Warmińsko-Mazurskie,Szczytno,Rozogi,,,2.0,,73.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-78kal,2026-04-28,Podkarpackie,Rzeszów,Hyżne,49.940526,22.201362,1.0,1.0,,1135.82,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-35j17,2026-04-28,Podkarpackie,Łańcut,Łańcut (rural),49.991644,22.21075,3.0,3.0,,1137.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-5bk3d,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.002,8.054,1.0,1.0,,452.95,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-2j05v,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.004,8.058,1.0,1.0,,453.2,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-r3fho,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.005,8.047,1.0,1.0,,453.23,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-wsh14,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.004,8.049,1.0,1.0,,453.14,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-o9v2r,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.004,8.04,1.0,1.0,,453.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-g36nj,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.99,8.14,1.0,1.0,,452.28,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-04f6t,2026-04-28,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.004,8.06,1.0,1.0,,453.21,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-7q62c,2026-04-28,Fejér,Bicske,,47.541275,18.588744,1.0,,,842.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-wlqth,2026-04-28,Baranya,Siklós,,45.793909,18.307162,1.0,,,842.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-ix0ri,2026-04-28,Baranya,Sellye,,45.789195,17.882457,1.0,,,810.32,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-mr4jg,2026-04-28,Baranya,Sellye,,45.803801,17.87596,1.0,,,809.46,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-gy6of,2026-04-28,Pest,Szentendre,,47.707095,19.000906,1.0,,,874.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-re983,2026-04-28,Komárom-Esztergom,Tata,,47.667828,18.370303,1.0,1.0,,826.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-s5ree,2026-04-28,Komárom-Esztergom,Tata,,47.631415,18.395942,1.0,,,828.56,,
HPAI(NON-P) in Wild Birds,H5N1,,wild,adis,NL-HPAI(NON-P)-2026-7f92b,2026-04-28,Groningen,Winsum,,53.291486,6.489438,1.0,1.0,,708.65,,
HPAI(NON-P) in Wild Birds,H5N1,,wild,adis,NL-HPAI(NON-P)-2026-kqyrl,2026-04-28,Zuid-Holland,Warmond,,52.1837,4.508328,1.0,1.0,,619.43,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-v5ybm,2026-04-28,Larnaca,,,35.034019,33.548159,42.0,,725.0,2541.94,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-mrn82,2026-04-28,Larnaca,,,35.039345,33.554971,15.0,,764.0,2542.04,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-xmk8f,2026-04-28,Larnaca,,,35.040548,33.556152,24.0,,918.0,2542.04,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,FR-HPAI(P)-2026-6q2dh,2026-04-28,Tarn-et-Garonne,,,43.871336,1.423052,,270.0,820.0,581.27,,
